state,city,zipcode
sumadija,Sipic,34213
sumadija,Male Pcelice,34216
sumadija,Bukurovac,34217
sumadija,Lapovo,34220
sumadija,Korman,34224
sumadija,Resnik,34225
sumadija,Badnjevac,34226
sumadija,Batocina,34227
sumadija,Brzan,34228
sumadija,zirovnica,34229
sumadija,Gruza,34230
sumadija,durdevo,34215
sumadija,Bare,34205
